User1_ID,User2_ID,alpha,R_sum_bitsHz,score,h1_dB,h2_dB,h_diff_dB,sic_ok,missing_h
1950,679,0.9976186156272888,15.432069628980535,0.8566116094589233,-102.84151898639904,-86.67750131012352,16.16401767627552,True,False
665,133,0.9975894689559937,15.250528915981436,0.856592059135437,-103.78816338319092,-87.73114579355143,16.057017589639486,True,False
34,426,0.9972797632217408,16.153597438656195,0.8563814163208008,-99.3163698586028,-82.49868994704582,16.81767991155698,True,False
1426,1210,0.996677041053772,15.956499391100673,0.856363832950592,-100.47056662866665,-83.70150471545332,16.76906191321332,True,False
646,1541,0.99820077419281,15.80405692263058,0.8556939959526062,-100.5263383986238,-84.43272692181885,16.093611476804952,True,False
145,1861,0.9971891045570374,15.40514949783288,0.8552178740501404,-103.1460874132619,-86.8881132529065,16.25797416035539,True,False
644,712,0.9926009774208068,15.266607555898362,0.8549734354019165,-104.0243903821934,-87.93185018205413,16.09254020013927,True,False
1258,630,0.9978152513504028,15.247808459587636,0.8545135855674744,-103.7445456725129,-87.70512587208565,16.039419800427254,True,False
1697,1466,0.9986886382102966,17.862951702690875,0.8538119196891785,-96.77957992010464,-72.03581314176989,24.743766778334745,True,False
964,77,0.99763286113739,16.23728905885107,0.8527918457984924,-98.33077623487854,-81.99089537754708,16.339880857331465,True,False
340,321,0.9944812059402466,16.206984700043137,0.8520283102989197,-98.8795787676822,-82.30824817181255,16.571330595869654,True,False
771,1791,0.9956644177436828,15.628704906913502,0.8517487645149231,-101.93212562470369,-85.69871781077256,16.233407813931123,True,False
960,1098,0.99690443277359,15.65340124661073,0.8515689373016357,-101.59017241225465,-85.48015838298994,16.110014029264704,True,False
53,1465,0.9966827034950256,16.24329254840339,0.8514634966850281,-99.6735887735576,-81.99074851088872,17.682840262668876,True,False
754,1222,0.9969745874404908,15.890408763565516,0.8514182567596436,-100.40136674243593,-84.08133631029884,16.320030432137088,True,False
624,361,0.9924951791763306,15.8963886748244,0.851105809211731,-101.07199561780952,-84.18393861677343,16.88805700103609,True,False
1394,1324,0.9940338730812072,15.600469103007152,0.8506848216056824,-102.03989085026711,-85.92345915006675,16.116431700200366,True,False
85,1135,0.9976231455802916,15.373952581776706,0.8500784635543823,-103.1208126300352,-87.01412885001112,16.106683780024085,True,False
1924,57,0.9986592531204224,16.533510173726,0.8499854803085327,-96.97888536468122,-80.07820963567958,16.900675729001634,True,False
991,1089,0.9948859810829164,15.390326983276903,0.8493759632110596,-103.4639862146522,-87.13135062441773,16.33263559023446,True,False
1609,1369,0.9984667897224426,16.621491506245306,0.8493452668190002,-95.9583606997699,-79.63469787697271,16.32366282279719,True,False
1705,877,0.9958499670028688,16.16560665186953,0.8489789962768555,-98.75695706157708,-82.52251948923316,16.23443757234392,True,False
1083,1064,0.9921934604644777,15.468207769832231,0.8489448428153992,-103.0429912249329,-86.74095958336713,16.302031641565776,True,False
1927,1207,0.9951678514480592,15.718698478757696,0.8488757610321045,-101.46495667526092,-85.18742295678246,16.277533718478466,True,False
576,1445,0.9980893731117249,15.9098292097041,0.8487119078636169,-100.54872368195312,-83.81320385894833,16.735519823004793,True,False
934,1587,0.9981497526168824,16.289530138948848,0.8486552834510803,-98.3411300393328,-81.60484165508461,16.736288384248184,True,False
1892,1163,0.9975466132164,15.321037061456302,0.8485790491104126,-103.38124333459209,-87.33401030154633,16.047233033045757,True,False
1540,1840,0.9978803396224976,15.221536723942709,0.848554253578186,-104.6672024038872,-87.78409996474701,16.88310243914019,True,False
199,1217,0.9971730709075928,15.885147371601736,0.8484072685241699,-100.9635539340766,-84.07514310756079,16.88841082651581,True,False
760,1526,0.9963676929473876,15.418861524726449,0.8481729626655579,-103.06002818919092,-86.88950593511827,16.17052225407265,True,False
1975,1870,0.9964802861213684,16.305296930615953,0.8475676774978638,-98.65406693785472,-81.65405450686494,17.000012430989784,True,False
1652,1182,0.9986960291862488,16.04566298915716,0.8475490212440491,-98.96316415089848,-82.9170426720461,16.046121478852385,True,False
1636,1669,0.9978779554367064,15.440105060515208,0.8474673628807068,-102.64829065247012,-86.59126048843646,16.057030164033662,True,False
513,1005,0.9952253103256226,15.3186254265182,0.8474418520927429,-103.5762844908006,-87.54692207363853,16.029362417162076,True,False
275,342,0.997086226940155,15.197881774916493,0.8473345041275024,-104.75660124132956,-88.07560540147364,16.680995839855925,True,False
1211,1270,0.996566891670227,15.404307241025958,0.8472553491592407,-104.4502559329866,-86.90173006348991,17.548525869496686,True,False
1797,244,0.9971430897712708,16.227273892466766,0.8468456864356995,-98.532042032238,-82.08835612095558,16.443685911282415,True,False
823,1486,0.9945216178894044,15.671154498360528,0.8467974662780762,-101.84793927982008,-85.48713734444854,16.36080193537154,True,False
478,234,0.9969521760940552,15.281874603766823,0.8467891216278076,-104.00112488855731,-87.6232241951929,16.37790069336441,True,False
843,1299,0.997079372406006,15.402646133148384,0.8464392423629761,-103.6372426187458,-86.89297265264615,16.74426996609965,True,False
895,130,0.998381495475769,14.963278932757838,0.8461492657661438,-105.17413740932766,-89.14322912202927,16.030908287298388,True,False
787,1665,0.997491717338562,15.774186409570753,0.8459501266479492,-101.33668553065272,-84.69541379252502,16.6412717381277,True,False
1618,620,0.9963353872299194,15.585540715116014,0.8458446860313416,-102.62401389948396,-85.89864562165744,16.72536827782652,True,False
333,1592,0.9962273836135864,16.44558593073238,0.8456982970237732,-98.7852262840392,-80.81580212527668,17.96942415876252,True,False
1358,1116,0.9940221905708312,15.703768266127716,0.8455032706260681,-101.91179499234296,-85.30247481721739,16.609320175125575,True,False
1764,1490,0.9962897300720216,15.376599108587014,0.8451959490776062,-103.23383829028876,-87.14480713467546,16.0890311556133,True,False
323,626,0.9979902505874634,15.569570331235916,0.844974160194397,-102.27827290270449,-85.80247832504426,16.475794577660224,True,False
404,1911,0.9988258481025696,16.61784630085143,0.8448668122291565,-95.60616476878074,-79.58638182020802,16.019782948572725,True,False
1570,389,0.9975538849830629,15.397640478693134,0.8448310494422913,-103.53606038057777,-86.85836640644837,16.677693974129397,True,False
