User_ID,x,y,theta_rad,distance_m,shadowing_dB,path_loss_dB,fading_rayleigh,h_linear,h_dB,h_normalized
26,983.2853825537984,-2053.2596358072105,5.159006370018909,2276.5599652939363,3.5858860849854715,164.41378745664653,1.3934667046995177,8.383149735433507e-09,-119.99969480072474,0.011054002512067259
27,3103.8613781589984,-680.920041297167,6.067228014204062,3177.673293066361,2.458786396560928,168.3557430074237,0.9917781129014487,3.7898966715434026e-09,-119.99993762135577,0.004997349283962149
28,407.574606082209,-967.2984911995824,5.111166960840854,1049.6587210136713,10.163395011873913,159.2232122299476,0.9329377691426939,1.020215844217986e-08,-119.99954799229428,0.013452543328874777
29,-968.0097883359559,-3594.17854081489,4.449304403485417,3722.252319976236,-7.933074736324192,160.36826166127682,0.7794829629223123,7.471254737654719e-09,-119.99975758511741,0.009851579805291279
30,261.6573420601401,3441.3024125019197,1.494907951131271,3451.2355554128017,-3.214999215384669,163.93724492703743,1.5604529934627203,9.917185672780017e-09,-119.99957288989725,0.013076778871811344
31,-3049.312296410316,-2185.7493795031387,3.7635055291881296,3751.7736913408717,-7.537078112415204,160.88433713876094,1.164577654231119,1.0518446339891568e-08,-119.99951953309417,0.013869599844168058
32,-3241.8830820708977,2619.8654192580034,2.4619135606794673,4168.153156116197,14.17565148983533,184.19681295888586,1.0090017542820235,6.223737590871356e-10,-119.99999831776458,0.0008206606482662542
33,-940.9871591784092,1313.9875310980005,2.192266602194418,1616.1745158304136,0.27392055811944527,155.89414253656693,1.1093144731787337,1.7797030815429053e-08,-119.9986246581849,0.023467125072282633
34,-1781.6684461487362,1100.3519400413675,2.5883350306644703,2094.067058132297,-1.154153865419405,158.4036496805687,1.262760658223959,1.5175344496153465e-08,-119.99899997368888,0.020010175348882983
35,-1433.1819426559057,1436.6551197980534,2.3549842558233265,2029.2827338734528,-9.54693787502961,149.53318480487943,2.2397181468829856,7.473673629300971e-08,-119.97580963125554,0.09854769350411902
36,-187.41978328227665,-4930.369035897112,4.674393936731898,4933.92997571901,2.7855812671158815,175.37046869332838,0.2218116725480031,3.7797316033821187e-10,-119.99999937955083,0.0004983945647794799
